request_id,task_id,department,corridor_id,requested_start,requested_end,block_type,status
BR003677,TASK98453,Traction,BSR-BPL,2026-05-26 10:45,2026-05-26 11:32,Power Block,Approved
BR003678,TASK30526,Engineering,ST-BCT,2026-05-26 11:30,2026-05-26 12:46,Traffic Block,Approved
BR003679,TASK11294,S&T,ALD-MGS,2026-05-26 12:45,2026-05-26 13:55,Interlocking Testing Block,Rejected
BR003680,TASK56060,Engineering,JU-JP,2026-05-26 14:45,2026-05-26 16:08,Non-Interlocking Block,Approved
BR003681,TASK30252,Engineering,JP-ADI,2026-05-26 15:15,2026-05-26 16:53,Traffic Block,Completed
BR003682,TASK90902,Traction,CNB-ALD,2026-05-26 15:30,2026-05-26 17:24,Traction Feed Block,Approved
BR003683,TASK18160,Traction,JTJ-SBC,2026-05-26 22:45,2026-05-27 03:33,Traction Feed Block,Completed
BR003684,TASK36770,Traction,NDLS-UMB,2026-05-26 23:15,2026-05-27 00:24,Power Block,Requested
BR003685,TASK55303,S&T,SC-NGP,2026-05-26 23:45,2026-05-27 03:43,Cable Block,Approved
BR003686,TASK55043,S&T,GZB-CNB,2026-05-26 23:45,2026-05-27 04:22,Cable Block,Requested
BR003687,TASK88315,Engineering,BRC-ST,2026-05-27 00:15,2026-05-27 04:25,Non-Interlocking Block,Approved
BR003688,TASK83959,Engineering,BRC-ST,2026-05-27 00:15,2026-05-27 04:47,Track Renewal Block,Completed
BR003689,TASK92927,Engineering,ALD-MGS,2026-05-27 00:15,2026-05-27 03:50,Track Renewal Block,Rejected
BR003690,TASK24160,Traction,GZB-CNB,2026-05-27 00:30,2026-05-27 03:47,Traction Feed Block,Cancelled
BR003691,TASK26315,S&T,SBC-UBL,2026-05-27 00:45,2026-05-27 01:46,Cable Block,Requested
BR003692,TASK90294,S&T,BZA-SC,2026-05-27 00:45,2026-05-27 02:12,Interlocking Testing Block,Approved
BR003693,TASK60324,Engineering,DLI-JU,2026-05-27 00:45,2026-05-27 05:42,Bridge Inspection Block,Approved
BR003694,TASK68226,Engineering,JU-JP,2026-05-27 00:45,2026-05-27 02:36,Non-Interlocking Block,Requested
BR003695,TASK18900,Engineering,PUNE-CSMT,2026-05-27 00:45,2026-05-27 04:27,Traffic Block,Rejected
BR003696,TASK61761,Traction,PUNE-CSMT,2026-05-27 00:45,2026-05-27 03:57,Power Block,Rejected
BR003697,TASK62557,S&T,CNB-ALD,2026-05-27 01:00,2026-05-27 03:59,Interlocking Testing Block,Approved
BR003698,TASK34390,S&T,VSKP-BZA,2026-05-27 01:15,2026-05-27 05:23,Interlocking Testing Block,Approved
BR003699,TASK60383,S&T,ALD-MGS,2026-05-27 01:30,2026-05-27 05:38,Cable Block,Approved
BR003700,TASK50176,S&T,BPL-JHS,2026-05-27 01:30,2026-05-27 04:44,Signal Maintenance Block,Approved
BR003701,TASK34109,Engineering,NGP-BSP,2026-05-27 10:15,2026-05-27 11:39,Non-Interlocking Block,Requested
BR003702,TASK96411,Traction,ADI-BRC,2026-05-27 10:45,2026-05-27 12:30,OHE Maintenance Block,Approved
BR003703,TASK62316,Engineering,GZB-CNB,2026-05-27 13:45,2026-05-27 15:25,Bridge Inspection Block,Approved
BR003704,TASK75108,Engineering,ALD-MGS,2026-05-27 15:00,2026-05-27 15:43,Track Renewal Block,Rejected
BR003705,TASK64375,Engineering,NDLS-GZB,2026-05-27 22:00,2026-05-27 23:04,Bridge Inspection Block,Completed
BR003706,TASK80034,Traction,ALD-MGS,2026-05-27 22:15,2026-05-28 02:44,Traction Feed Block,Rejected
BR003707,TASK61126,Traction,ALD-MGS,2026-05-27 22:45,2026-05-28 01:17,Power Block,Requested
BR003708,TASK22819,Engineering,SBC-MAS,2026-05-27 22:45,2026-05-28 02:51,Non-Interlocking Block,Approved
BR003709,TASK37963,Traction,ADI-BRC,2026-05-27 23:00,2026-05-28 00:01,OHE Maintenance Block,Approved
BR003710,TASK34309,Engineering,BRC-ST,2026-05-27 23:15,2026-05-28 04:10,Non-Interlocking Block,Completed
BR003711,TASK63499,Engineering,GZB-CNB,2026-05-27 23:15,2026-05-28 02:46,Bridge Inspection Block,Approved
BR003712,TASK30401,Traction,ST-BCT,2026-05-27 23:15,2026-05-28 03:35,OHE Maintenance Block,Approved
BR003713,TASK87453,S&T,BZA-MAS,2026-05-27 23:30,2026-05-28 04:15,Interlocking Testing Block,Approved
BR003714,TASK39733,Traction,VSKP-BZA,2026-05-27 23:30,2026-05-28 01:50,Traction Feed Block,Approved
BR003715,TASK10357,Engineering,DLI-JU,2026-05-27 23:30,2026-05-28 01:42,Bridge Inspection Block,Approved
BR003716,TASK69748,Engineering,BSR-BPL,2026-05-27 23:30,2026-05-28 02:02,Non-Interlocking Block,Approved
BR003717,TASK17796,Engineering,MGS-HWH,2026-05-27 23:30,2026-05-28 04:28,Bridge Inspection Block,Rejected
BR003718,TASK64677,Engineering,BSP-R,2026-05-28 00:00,2026-05-28 02:28,Traffic Block,Rejected
BR003719,TASK67498,Traction,NDLS-ASR,2026-05-28 00:15,2026-05-28 01:37,Traction Feed Block,Approved
BR003720,TASK39144,Engineering,DLI-JU,2026-05-28 00:15,2026-05-28 03:38,Traffic Block,Completed
BR003721,TASK54349,Engineering,VSKP-BZA,2026-05-28 00:30,2026-05-28 04:32,Track Renewal Block,Cancelled
BR003722,TASK35505,Traction,KGP-VSKP,2026-05-28 01:00,2026-05-28 05:58,OHE Maintenance Block,Approved
BR003723,TASK30924,S&T,KGP-VSKP,2026-05-28 01:00,2026-05-28 02:50,Cable Block,Requested
BR003724,TASK65528,Engineering,NDLS-UMB,2026-05-28 01:15,2026-05-28 03:15,Non-Interlocking Block,Rejected
BR003725,TASK30822,Engineering,VSKP-BZA,2026-05-28 10:00,2026-05-28 11:09,Traffic Block,Approved
BR003726,TASK55564,S&T,ST-BCT,2026-05-28 10:45,2026-05-28 12:13,Interlocking Testing Block,Approved
BR003727,TASK28881,S&T,CNB-ALD,2026-05-28 11:45,2026-05-28 13:17,Signal Maintenance Block,Approved
BR003728,TASK42633,Engineering,JU-JP,2026-05-28 12:00,2026-05-28 12:43,Bridge Inspection Block,Completed
BR003729,TASK62714,S&T,HWH-KGP,2026-05-28 12:45,2026-05-28 13:21,Interlocking Testing Block,Approved
BR003730,TASK43907,S&T,MAS-JTJ,2026-05-28 12:45,2026-05-28 13:51,Cable Block,Completed
BR003731,TASK67818,S&T,PUNE-CSMT,2026-05-28 13:30,2026-05-28 14:11,Signal Maintenance Block,Approved
BR003732,TASK24917,Traction,NDLS-GZB,2026-05-28 13:45,2026-05-28 15:28,Traction Feed Block,Completed
BR003733,TASK56202,S&T,CNB-ALD,2026-05-28 15:45,2026-05-28 17:43,Signal Maintenance Block,Requested
BR003734,TASK57888,Traction,BRC-ST,2026-05-28 22:00,2026-05-29 00:25,Traction Feed Block,Approved
BR003735,TASK93895,Engineering,MGS-HWH,2026-05-28 22:15,2026-05-29 02:51,Track Renewal Block,Rejected
BR003736,TASK34951,S&T,SC-NGP,2026-05-28 22:45,2026-05-29 00:10,Interlocking Testing Block,Approved
BR003737,TASK33478,S&T,BZA-MAS,2026-05-28 23:00,2026-05-29 00:13,Signal Maintenance Block,Approved
BR003738,TASK46806,Engineering,BSP-R,2026-05-28 23:00,2026-05-29 00:04,Non-Interlocking Block,Approved
BR003739,TASK82405,Engineering,NDLS-UMB,2026-05-28 23:00,2026-05-29 03:42,Bridge Inspection Block,Approved
BR003740,TASK58539,Engineering,KGP-VSKP,2026-05-28 23:00,2026-05-29 02:26,Traffic Block,Approved
BR003741,TASK71676,S&T,NDLS-GZB,2026-05-28 23:15,2026-05-29 01:30,Interlocking Testing Block,Requested
BR003742,TASK15200,Traction,BSR-BPL,2026-05-28 23:15,2026-05-29 01:45,Traction Feed Block,Cancelled
BR003743,TASK50189,S&T,BSR-BPL,2026-05-28 23:30,2026-05-29 02:13,Interlocking Testing Block,Requested
BR003744,TASK49896,Traction,ADI-BRC,2026-05-28 23:30,2026-05-29 04:06,OHE Maintenance Block,Approved
BR003745,TASK12780,Traction,HWH-KGP,2026-05-28 23:30,2026-05-29 01:22,Traction Feed Block,Rejected
BR003746,TASK47132,Traction,NGP-BSP,2026-05-28 23:45,2026-05-29 02:24,Traction Feed Block,Approved
BR003747,TASK91188,Engineering,JU-JP,2026-05-28 23:45,2026-05-29 01:53,Non-Interlocking Block,Completed
BR003748,TASK93696,Engineering,NDLS-UMB,2026-05-29 00:00,2026-05-29 03:28,Non-Interlocking Block,Approved
BR003749,TASK68729,Traction,BPL-JHS,2026-05-29 00:00,2026-05-29 01:40,Traction Feed Block,Approved
BR003750,TASK22124,Engineering,MGS-HWH,2026-05-29 00:15,2026-05-29 03:05,Non-Interlocking Block,Completed
BR003751,TASK53902,S&T,NDLS-ASR,2026-05-29 00:15,2026-05-29 03:47,Interlocking Testing Block,Approved
BR003752,TASK56057,Traction,NDLS-GZB,2026-05-29 00:30,2026-05-29 04:36,OHE Maintenance Block,Rejected
BR003753,TASK78682,S&T,BZA-SC,2026-05-29 00:45,2026-05-29 01:52,Cable Block,Cancelled
BR003754,TASK41990,S&T,PUNE-CSMT,2026-05-29 01:00,2026-05-29 03:58,Cable Block,Approved
BR003755,TASK11196,Engineering,NDLS-GZB,2026-05-29 01:00,2026-05-29 03:05,Track Renewal Block,Completed
BR003756,TASK76968,Engineering,NDLS-GZB,2026-05-29 01:00,2026-05-29 05:11,Bridge Inspection Block,Rejected
BR003757,TASK45120,Traction,SBC-MAS,2026-05-29 01:00,2026-05-29 03:52,Power Block,Completed
BR003758,TASK27569,Engineering,NDLS-JHS,2026-05-29 01:15,2026-05-29 03:26,Track Renewal Block,Approved
BR003759,TASK93063,S&T,SBC-UBL,2026-05-29 01:30,2026-05-29 04:10,Interlocking Testing Block,Approved
BR003760,TASK14805,Engineering,MGS-HWH,2026-05-29 01:30,2026-05-29 04:35,Bridge Inspection Block,Approved
BR003761,TASK66257,Engineering,ADI-BRC,2026-05-29 01:45,2026-05-29 03:34,Track Renewal Block,Completed
BR003762,TASK62856,S&T,CSMT-BSR,2026-05-29 01:45,2026-05-29 03:34,Cable Block,Rejected
BR003763,TASK79656,Engineering,ST-BCT,2026-05-29 10:15,2026-05-29 10:59,Track Renewal Block,Approved
BR003764,TASK94908,Engineering,CNB-ALD,2026-05-29 10:30,2026-05-29 12:22,Non-Interlocking Block,Approved
BR003765,TASK49801,S&T,ALD-MGS,2026-05-29 11:30,2026-05-29 13:01,Signal Maintenance Block,Requested
BR003766,TASK36407,S&T,KGP-VSKP,2026-05-29 11:30,2026-05-29 12:39,Cable Block,Approved
BR003767,TASK76235,S&T,SBC-MAS,2026-05-29 12:00,2026-05-29 12:57,Interlocking Testing Block,Approved
BR003768,TASK95599,Engineering,BPL-JHS,2026-05-29 15:15,2026-05-29 16:42,Bridge Inspection Block,Approved
BR003769,TASK98258,Engineering,MAS-JTJ,2026-05-29 15:15,2026-05-29 16:12,Traffic Block,Requested
BR003770,TASK16011,S&T,BSR-BPL,2026-05-29 15:45,2026-05-29 17:03,Interlocking Testing Block,Approved
BR003771,TASK74744,Traction,GZB-CNB,2026-05-29 22:00,2026-05-29 23:49,Traction Feed Block,Requested
BR003772,TASK25965,Engineering,ALD-MGS,2026-05-29 22:00,2026-05-30 01:01,Traffic Block,Rejected
BR003773,TASK76041,Engineering,BPL-JHS,2026-05-29 22:15,2026-05-30 02:21,Bridge Inspection Block,Completed
BR003774,TASK90246,S&T,HWH-NJP,2026-05-29 22:15,2026-05-30 02:23,Interlocking Testing Block,Approved
BR003775,TASK59994,Engineering,DLI-JU,2026-05-29 22:15,2026-05-30 03:14,Bridge Inspection Block,Rejected
BR003776,TASK99045,S&T,ST-BCT,2026-05-29 22:15,2026-05-30 00:52,Interlocking Testing Block,Approved
BR003777,TASK71856,Engineering,NGP-BSP,2026-05-29 22:15,2026-05-30 02:07,Traffic Block,Approved
BR003778,TASK43914,Engineering,JTJ-SBC,2026-05-29 22:30,2026-05-30 00:49,Bridge Inspection Block,Requested
BR003779,TASK66921,Engineering,HWH-KGP,2026-05-29 22:45,2026-05-30 03:27,Track Renewal Block,Approved
BR003780,TASK69687,Engineering,UBL-PUNE,2026-05-29 23:00,2026-05-30 02:35,Non-Interlocking Block,Approved
BR003781,TASK39139,Engineering,ADI-BRC,2026-05-29 23:00,2026-05-30 03:10,Bridge Inspection Block,Completed
BR003782,TASK68490,S&T,CNB-ALD,2026-05-29 23:15,2026-05-30 00:19,Interlocking Testing Block,Rejected
BR003783,TASK86336,S&T,HWH-KGP,2026-05-29 23:15,2026-05-30 02:25,Cable Block,Approved
BR003784,TASK76089,Engineering,BZA-SC,2026-05-29 23:15,2026-05-30 02:43,Bridge Inspection Block,Approved
BR003785,TASK56726,S&T,ALD-MGS,2026-05-30 00:00,2026-05-30 01:58,Interlocking Testing Block,Completed
BR003786,TASK87910,S&T,BZA-SC,2026-05-30 00:00,2026-05-30 02:26,Cable Block,Approved
BR003787,TASK96729,Traction,SBC-UBL,2026-05-30 00:00,2026-05-30 02:46,Power Block,Completed
BR003788,TASK60788,S&T,VSKP-BZA,2026-05-30 00:15,2026-05-30 04:46,Cable Block,Approved
BR003789,TASK20351,S&T,NDLS-ASR,2026-05-30 00:45,2026-05-30 01:59,Signal Maintenance Block,Approved
BR003790,TASK18776,Engineering,BSP-R,2026-05-30 00:45,2026-05-30 04:07,Bridge Inspection Block,Approved
BR003791,TASK98073,Engineering,DLI-JU,2026-05-30 00:45,2026-05-30 02:49,Non-Interlocking Block,Approved
BR003792,TASK68306,S&T,JP-ADI,2026-05-30 00:45,2026-05-30 05:09,Cable Block,Approved
BR003793,TASK59601,Traction,ST-BCT,2026-05-30 01:00,2026-05-30 02:38,OHE Maintenance Block,Completed
BR003794,TASK25740,Traction,ADI-BRC,2026-05-30 01:15,2026-05-30 05:06,Power Block,Approved
BR003795,TASK46956,Traction,JU-JP,2026-05-30 01:15,2026-05-30 04:05,OHE Maintenance Block,Cancelled
BR003796,TASK79832,S&T,BZA-SC,2026-05-30 01:15,2026-05-30 03:57,Cable Block,Approved
BR003797,TASK87108,Engineering,KGP-VSKP,2026-05-30 01:30,2026-05-30 02:53,Traffic Block,Approved
BR003798,TASK58305,Traction,HWH-NJP,2026-05-30 01:30,2026-05-30 03:31,Traction Feed Block,Rejected
BR003799,TASK85472,Traction,CSMT-BSR,2026-05-30 01:45,2026-05-30 05:53,Power Block,Completed
BR003800,TASK79667,Engineering,NDLS-UMB,2026-05-30 10:30,2026-05-30 12:19,Non-Interlocking Block,Approved
BR003801,TASK32223,S&T,VSKP-BZA,2026-05-30 12:30,2026-05-30 14:16,Interlocking Testing Block,Approved
BR003802,TASK55033,Engineering,CNB-ALD,2026-05-30 22:15,2026-05-31 00:24,Bridge Inspection Block,Requested
BR003803,TASK81485,Engineering,GZB-CNB,2026-05-30 22:15,2026-05-30 23:23,Non-Interlocking Block,Approved
BR003804,TASK99491,Engineering,KGP-VSKP,2026-05-30 22:45,2026-05-31 00:41,Non-Interlocking Block,Rejected
BR003805,TASK99429,Engineering,JU-JP,2026-05-30 23:30,2026-05-31 01:30,Track Renewal Block,Approved
BR003806,TASK14329,S&T,KGP-VSKP,2026-05-30 23:30,2026-05-31 01:09,Cable Block,Requested
BR003807,TASK42988,S&T,ALD-MGS,2026-05-30 23:30,2026-05-31 03:36,Cable Block,Requested
BR003808,TASK37604,S&T,BRC-ST,2026-05-30 23:30,2026-05-31 01:22,Signal Maintenance Block,Approved
BR003809,TASK25912,Engineering,NDLS-UMB,2026-05-31 00:00,2026-05-31 03:38,Bridge Inspection Block,Approved
BR003810,TASK29113,Traction,JP-ADI,2026-05-31 00:00,2026-05-31 02:23,Traction Feed Block,Completed
BR003811,TASK93898,Engineering,CNB-ALD,2026-05-31 00:00,2026-05-31 01:11,Non-Interlocking Block,Requested
BR003812,TASK74329,Traction,MAS-JTJ,2026-05-31 00:15,2026-05-31 02:32,Power Block,Rejected
BR003813,TASK98911,Engineering,CNB-ALD,2026-05-31 00:15,2026-05-31 03:41,Bridge Inspection Block,Rejected
BR003814,TASK37955,Engineering,ADI-BRC,2026-05-31 00:15,2026-05-31 04:23,Traffic Block,Approved
BR003815,TASK21477,S&T,NDLS-UMB,2026-05-31 00:15,2026-05-31 03:43,Interlocking Testing Block,Approved
BR003816,TASK84955,S&T,JP-ADI,2026-05-31 00:30,2026-05-31 02:45,Cable Block,Approved
BR003817,TASK78437,Traction,KGP-VSKP,2026-05-31 01:30,2026-05-31 04:35,Traction Feed Block,Requested
BR003818,TASK77759,Engineering,BRC-ST,2026-05-31 01:30,2026-05-31 05:01,Non-Interlocking Block,Approved
BR003819,TASK18714,Engineering,BZA-MAS,2026-05-31 11:15,2026-05-31 12:16,Bridge Inspection Block,Completed
BR003820,TASK32303,Engineering,NDLS-UMB,2026-05-31 11:15,2026-05-31 12:16,Track Renewal Block,Completed
BR003821,TASK35615,Traction,NDLS-ASR,2026-05-31 12:00,2026-05-31 13:35,Traction Feed Block,Requested
BR003822,TASK46193,S&T,CNB-ALD,2026-05-31 12:15,2026-05-31 13:09,Cable Block,Approved
BR003823,TASK66942,Traction,NGP-BSP,2026-05-31 13:45,2026-05-31 14:34,Traction Feed Block,Approved
BR003824,TASK71380,S&T,BSR-BPL,2026-05-31 22:00,2026-05-31 23:36,Cable Block,Approved
BR003825,TASK81420,Traction,HWH-NJP,2026-05-31 22:00,2026-06-01 01:11,Power Block,Approved
BR003826,TASK39882,Engineering,SBC-UBL,2026-05-31 22:45,2026-06-01 00:17,Non-Interlocking Block,Approved
BR003827,TASK35061,S&T,ADI-BRC,2026-05-31 22:45,2026-05-31 23:48,Cable Block,Approved
BR003828,TASK25758,Engineering,ALD-MGS,2026-05-31 23:15,2026-06-01 01:58,Bridge Inspection Block,Completed
BR003829,TASK63522,Engineering,BZA-SC,2026-05-31 23:15,2026-06-01 01:10,Track Renewal Block,Approved
BR003830,TASK34113,S&T,JU-JP,2026-05-31 23:45,2026-06-01 03:40,Interlocking Testing Block,Completed
BR003831,TASK61606,S&T,BZA-MAS,2026-05-31 23:45,2026-06-01 03:37,Interlocking Testing Block,Rejected
BR003832,TASK76348,Traction,ALD-MGS,2026-05-31 23:45,2026-06-01 03:33,OHE Maintenance Block,Rejected
BR003833,TASK86659,Engineering,KGP-VSKP,2026-05-31 23:45,2026-06-01 04:31,Bridge Inspection Block,Approved
BR003834,TASK24084,Engineering,JU-JP,2026-06-01 00:15,2026-06-01 04:07,Track Renewal Block,Completed
BR003835,TASK82851,Engineering,VSKP-BZA,2026-06-01 00:15,2026-06-01 01:30,Track Renewal Block,Rejected
BR003836,TASK39684,S&T,ST-BCT,2026-06-01 00:45,2026-06-01 02:23,Interlocking Testing Block,Approved
BR003837,TASK65846,Engineering,BRC-ST,2026-06-01 00:45,2026-06-01 04:58,Bridge Inspection Block,Approved
BR003838,TASK56388,Engineering,PUNE-CSMT,2026-06-01 00:45,2026-06-01 05:16,Non-Interlocking Block,Completed
BR003839,TASK77818,Traction,MGS-HWH,2026-06-01 01:00,2026-06-01 04:24,Traction Feed Block,Approved
BR003840,TASK32949,Traction,NDLS-JHS,2026-06-01 01:15,2026-06-01 06:00,OHE Maintenance Block,Completed
BR003841,TASK97681,S&T,MGS-HWH,2026-06-01 01:45,2026-06-01 02:47,Cable Block,Requested
BR003842,TASK75939,Traction,KGP-VSKP,2026-06-01 01:45,2026-06-01 04:01,Traction Feed Block,Completed
BR003843,TASK27139,Engineering,UBL-PUNE,2026-06-01 01:45,2026-06-01 02:52,Bridge Inspection Block,Approved
BR003844,TASK87323,Traction,CNB-ALD,2026-06-01 11:45,2026-06-01 13:37,Traction Feed Block,Completed
BR003845,TASK37000,S&T,ALD-MGS,2026-06-01 13:30,2026-06-01 15:20,Interlocking Testing Block,Rejected
BR003846,TASK70268,Engineering,ADI-BRC,2026-06-01 14:15,2026-06-01 15:15,Traffic Block,Approved
BR003847,TASK19629,S&T,NGP-BSP,2026-06-01 22:00,2026-06-02 00:54,Cable Block,Approved
BR003848,TASK27615,Engineering,SC-NGP,2026-06-01 22:15,2026-06-01 23:44,Bridge Inspection Block,Approved
BR003849,TASK90445,Traction,BPL-JHS,2026-06-01 22:30,2026-06-02 00:56,Power Block,Approved
BR003850,TASK63280,S&T,BZA-MAS,2026-06-01 22:30,2026-06-02 00:03,Cable Block,Cancelled
BR003851,TASK46271,Engineering,BSP-R,2026-06-01 22:45,2026-06-02 02:54,Traffic Block,Completed
BR003852,TASK93293,S&T,VSKP-BZA,2026-06-01 23:00,2026-06-02 02:43,Interlocking Testing Block,Approved
BR003853,TASK31313,Traction,MAS-JTJ,2026-06-01 23:30,2026-06-02 01:54,Power Block,Approved
BR003854,TASK66060,Engineering,HWH-KGP,2026-06-01 23:30,2026-06-02 03:11,Track Renewal Block,Cancelled
BR003855,TASK16071,S&T,CNB-ALD,2026-06-01 23:30,2026-06-02 03:36,Signal Maintenance Block,Approved
BR003856,TASK47247,Engineering,NGP-BSP,2026-06-01 23:45,2026-06-02 03:16,Bridge Inspection Block,Requested
BR003857,TASK38068,S&T,VSKP-BZA,2026-06-01 23:45,2026-06-02 02:14,Cable Block,Approved
BR003858,TASK21042,Engineering,BSR-BPL,2026-06-02 00:00,2026-06-02 01:46,Traffic Block,Completed
BR003859,TASK68243,Traction,NDLS-GZB,2026-06-02 00:15,2026-06-02 03:04,Traction Feed Block,Approved
BR003860,TASK85564,Traction,GZB-CNB,2026-06-02 00:15,2026-06-02 03:02,OHE Maintenance Block,Approved
BR003861,TASK65421,S&T,BZA-MAS,2026-06-02 00:45,2026-06-02 05:34,Cable Block,Approved
BR003862,TASK55819,Engineering,PUNE-CSMT,2026-06-02 01:00,2026-06-02 03:57,Non-Interlocking Block,Completed
BR003863,TASK70297,Traction,NDLS-JHS,2026-06-02 01:00,2026-06-02 04:39,OHE Maintenance Block,Completed
BR003864,TASK65681,Engineering,JTJ-SBC,2026-06-02 01:00,2026-06-02 04:02,Bridge Inspection Block,Completed
BR003865,TASK45969,S&T,SBC-MAS,2026-06-02 01:30,2026-06-02 04:25,Interlocking Testing Block,Approved
BR003866,TASK61137,Engineering,DLI-JU,2026-06-02 12:15,2026-06-02 14:01,Track Renewal Block,Completed
BR003867,TASK72207,Engineering,DLI-JU,2026-06-02 13:00,2026-06-02 13:41,Track Renewal Block,Approved
BR003868,TASK89263,Engineering,SBC-MAS,2026-06-02 13:00,2026-06-02 14:03,Bridge Inspection Block,Rejected
BR003869,TASK41543,Engineering,NDLS-UMB,2026-06-02 13:30,2026-06-02 14:42,Non-Interlocking Block,Approved
BR003870,TASK78520,S&T,BPL-JHS,2026-06-02 13:30,2026-06-02 14:50,Interlocking Testing Block,Approved
BR003871,TASK80774,S&T,BZA-MAS,2026-06-02 14:45,2026-06-02 16:03,Cable Block,Requested
BR003872,TASK42412,S&T,SBC-MAS,2026-06-02 15:15,2026-06-02 16:46,Signal Maintenance Block,Approved
BR003873,TASK27965,Engineering,BSR-BPL,2026-06-02 15:15,2026-06-02 16:44,Traffic Block,Approved
BR003874,TASK61379,Engineering,CNB-ALD,2026-06-02 15:45,2026-06-02 17:24,Traffic Block,Approved
BR003875,TASK20116,S&T,SC-NGP,2026-06-02 22:00,2026-06-03 02:44,Interlocking Testing Block,Approved
BR003876,TASK82499,Engineering,ALD-MGS,2026-06-02 22:00,2026-06-02 23:48,Traffic Block,Requested
BR003877,TASK76883,S&T,SC-NGP,2026-06-02 22:15,2026-06-03 02:15,Signal Maintenance Block,Approved
BR003878,TASK98670,Traction,GZB-CNB,2026-06-02 22:15,2026-06-03 00:12,Traction Feed Block,Approved
BR003879,TASK16576,S&T,JP-ADI,2026-06-02 22:15,2026-06-03 03:13,Interlocking Testing Block,Completed
BR003880,TASK26903,Engineering,BRC-ST,2026-06-02 22:15,2026-06-03 01:10,Track Renewal Block,Approved
BR003881,TASK10189,S&T,NDLS-JHS,2026-06-02 22:30,2026-06-03 02:01,Interlocking Testing Block,Approved
BR003882,TASK25317,Engineering,ALD-MGS,2026-06-02 22:30,2026-06-03 00:22,Non-Interlocking Block,Approved
BR003883,TASK82957,Engineering,MGS-HWH,2026-06-02 22:30,2026-06-03 01:10,Track Renewal Block,Completed
BR003884,TASK30294,S&T,VSKP-BZA,2026-06-02 23:15,2026-06-03 03:12,Cable Block,Cancelled
BR003885,TASK93386,Engineering,HWH-KGP,2026-06-02 23:30,2026-06-03 01:43,Track Renewal Block,Approved
BR003886,TASK85569,S&T,ADI-BRC,2026-06-02 23:30,2026-06-03 04:11,Interlocking Testing Block,Cancelled
BR003887,TASK21622,Engineering,SBC-UBL,2026-06-02 23:30,2026-06-03 00:40,Non-Interlocking Block,Approved
BR003888,TASK74186,Engineering,SBC-UBL,2026-06-02 23:30,2026-06-03 04:20,Track Renewal Block,Requested
BR003889,TASK21751,Traction,JTJ-SBC,2026-06-02 23:45,2026-06-03 01:12,Traction Feed Block,Approved
BR003890,TASK75823,Engineering,SBC-MAS,2026-06-02 23:45,2026-06-03 02:45,Traffic Block,Approved
BR003891,TASK82149,Engineering,MAS-JTJ,2026-06-02 23:45,2026-06-03 00:51,Track Renewal Block,Approved
BR003892,TASK43683,Traction,CNB-ALD,2026-06-03 00:00,2026-06-03 04:26,Power Block,Approved
BR003893,TASK63447,Traction,NDLS-JHS,2026-06-03 00:00,2026-06-03 03:19,Traction Feed Block,Approved
BR003894,TASK49323,Traction,ST-BCT,2026-06-03 00:15,2026-06-03 03:40,OHE Maintenance Block,Completed
BR003895,TASK81476,Engineering,NDLS-ASR,2026-06-03 00:15,2026-06-03 04:36,Non-Interlocking Block,Approved
BR003896,TASK75134,Traction,UBL-PUNE,2026-06-03 00:30,2026-06-03 04:41,Power Block,Requested
BR003897,TASK47958,Engineering,HWH-NJP,2026-06-03 01:00,2026-06-03 04:31,Bridge Inspection Block,Completed
BR003898,TASK91530,Traction,KGP-VSKP,2026-06-03 01:15,2026-06-03 02:25,OHE Maintenance Block,Approved
BR003899,TASK29604,Engineering,HWH-NJP,2026-06-03 01:15,2026-06-03 06:11,Bridge Inspection Block,Approved
BR003900,TASK93715,Engineering,BZA-MAS,2026-06-03 01:30,2026-06-03 05:39,Track Renewal Block,Requested
BR003901,TASK11973,Traction,CNB-ALD,2026-06-03 11:00,2026-06-03 11:58,OHE Maintenance Block,Completed
BR003902,TASK93635,S&T,BZA-SC,2026-06-03 12:30,2026-06-03 13:45,Interlocking Testing Block,Approved
BR003903,TASK76549,Engineering,NDLS-UMB,2026-06-03 13:45,2026-06-03 14:29,Bridge Inspection Block,Approved
BR003904,TASK83467,Traction,HWH-KGP,2026-06-03 14:15,2026-06-03 14:59,OHE Maintenance Block,Approved
BR003905,TASK25842,Engineering,CNB-ALD,2026-06-03 22:00,2026-06-04 01:13,Track Renewal Block,Approved
BR003906,TASK43511,Traction,JTJ-SBC,2026-06-03 22:00,2026-06-04 01:22,OHE Maintenance Block,Completed
BR003907,TASK77700,S&T,CSMT-BSR,2026-06-03 22:00,2026-06-04 02:00,Cable Block,Requested
BR003908,TASK15295,Engineering,CSMT-BSR,2026-06-03 22:15,2026-06-04 02:11,Track Renewal Block,Approved
BR003909,TASK64187,S&T,UBL-PUNE,2026-06-03 22:15,2026-06-03 23:52,Interlocking Testing Block,Completed
BR003910,TASK55240,Engineering,BRC-ST,2026-06-03 22:15,2026-06-04 00:31,Track Renewal Block,Approved
BR003911,TASK47339,Traction,GZB-CNB,2026-06-03 22:15,2026-06-04 02:12,Power Block,Rejected
BR003912,TASK51104,S&T,NDLS-GZB,2026-06-03 22:30,2026-06-03 23:56,Cable Block,Approved
BR003913,TASK73644,S&T,VSKP-BZA,2026-06-03 22:45,2026-06-04 02:59,Signal Maintenance Block,Approved
